Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,Basin,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,Mean.Pred.Crustacean,SD.Pred.Amphipod,SD.Pred.Gastropod,SD.Pred.Isopod,SD.Pred.Lettuce,SD.Pred.Shrimp,SD.Pred.Squid,SD.Pred.Crustacean,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,SE.Pred.Crustacean,Median.Mesograzer.Size.unw,SD.Median.Mesograzer.Size.unw,SE.Median.Mesograzer.Size.unw,Median.Mesograzer.Size.w,SD.Median.Mesograzer.Size.w,SE.Median.Mesograzer.Size.w,Median.Crustacean.Size.unw,SD.Median.Crustacean.Size.unw,SE.Median.Crustacean.Size.unw,Median.Crustacean.Size.w,SD.Median.Crustacean.Size.w,SE.Median.Crustacean.Size.w,Average.Crustacean.Size.unw,SD.Average.Crustacean.Size.unw,SE.Average.Crustacean.Size.unw,Average.Crustacean.Size.w,SD.Average.Crustacean.Size.w,SE.Average.Crustacean.Size.w,Median.Gammarid.Size.unw,SD.Median.Gammarid.Size.unw,SE.Median.Gammarid.Size.unw,Median.Gammarid.Size.w,SD.Median.Gammarid.Size.w,SE.Median.Gammarid.Size.w,Average.Gammarid.Size.unw,SD.Average.Gammarid.Size.unw,SE.Average.Gammarid.Size.unw,Average.Gammarid.Size.w,SD.Average.Gammarid.Size.w,SE.Average.Gammarid.Size.w,Median.Isopod.Size.unw,SD.Median.Isopod.Size.unw,SE.Median.Isopod.Size.unw,Median.Isopod.Size.w,SD.Median.Isopod.Size.w,SE.Median.Isopod.Size.w,Average.Isopod.Size.unw,SD.Average.Isopod.Size.unw,SE.Average.Isopod.Size.unw,Average.Isopod.Size.w,SD.Average.Isopod.Size.w,SE.Average.Isopod.Size.w,Median.Gastropod.Size.unw,SD.Median.Gastropod.Size.unw,SE.Median.Gastropod.Size.unw,Median.Gastropod.Size.w,SD.Median.Gastropod.Size.w,SE.Median.Gastropod.Size.w,Average.Gastropod.Size.unw,SD.Average.Gastropod.Size.unw,SE.Average.Gastropod.Size.unw,Average.Gastropod.Size.w,SD.Average.Gastropod.Size.w,SE.Average.Gastropod.Size.w
SF,SF.A,A,Point Molate,Pacific,East.Pacific,East,2014,37.946557,-122.418499,1,July,7/11/2014,17.7,30,14.6,Intertidal,-0.5,NA,NA,NA,0.95,4.58,0.0711,,48.35,25.89304926,5.789861829,5.032434506,1.129594215,3.883618393,3.349473935,3.349473935,0,0.534144459,1.129594215,0,0.679837534,0.19797839,0.69040539,0.677937082,0.677937082,0,0.144986785,0.19797839,0,3.04032588,0.885386277,3.08758677,3.031826798,3.031826798,0,0.648400613,0.885386277,0,56.06310575,40.75739065,15.30296637,2.395693113,2.395693113,0,12.90727325,40.75739065,0,9.130261893,9.281166223,3.274234305,0.581163778,0.581163778,0,3.238071776,9.281166223,0,40.83177249,41.50663717,14.64282096,2.599043426,2.599043426,0,14.48109721,41.50663717,0,2.7,0.291095933,1.301820588,6,0.334133372,0.59244773,0.13247534,0,0,0,0.334133372,0.59244773,0.13247534,0,0,0,0.958333333,23.2975,117.4633333,0.06567241,4.600877983,17.21767384,0.014684797,1.028787593,3.849988912,SF,SF.A,113.8947368,0,148.2631579,0,0,262.1578947,148.2631579,113.8947368,63.62249317,0,51.95173198,0,0,51.95173198,63.62249317,14.59600096,0,11.91854472,0,0,11.91854472,14.59600096,2.857530301,34.4819303,0.168724526,0.168724526,0.03597219,0.174748108,0.6,NA,0.3,0.0625,NA,0.4,0.45,0.50262469,NA,0.470162346,0.25,NA,0.50262469,0.223606798,0.112390297,NA,0.105131497,0.0625,NA,0.112390297,0.05,3.41,1.774645999,0.396822909,3.67,2.299679612,0.514223994,2.731578947,2.094451037,0.480500022,2.605263158,2.11829955,0.485971246,3.188947368,2.060552501,0.472723164,2.966004483,2.094882463,0.480598998,1.69375,0.390672497,0.097668124,1.625,0.256904652,0.064226163,1.7525,0.422667893,0.105666973,1.687474708,0.313759618,0.078439905,6.963636364,1.708375092,0.515094471,6.854545455,1.757477531,0.529899414,6.987878788,1.688870282,0.509213549,6.951515152,1.697603778,0.511846798,6.611764706,1.357333025,0.329201614,6.823529412,1.526241057,0.370167829,6.62745098,1.346406498,0.326551542,6.729411765,1.392733242,0.337787427
SF,SF.B,B,Point San Pablo,Pacific,East.Pacific,East,2014,37.978118,-122.405941,1,July,7/12/2014,17.5,27,14.6,Intertidal,-0.5,17.815,80.095,0,1,4.58,-0.0019,,34.55,11.3530659,2.53862271,20.75970239,0.063773971,20.64906806,2.671606387,2.043267284,0.628339103,17.97746168,0.063773971,0,4.263048131,0.044019721,4.288800184,0.609650894,0.477474881,0.20232559,3.991173643,0.044019721,0,14.13893111,0.145996899,14.22434101,2.021983269,1.583605028,0.671038066,13.23722545,0.145996899,0,429.5563862,1.837696307,427.6109111,8.443053755,7.554239406,0.888814349,419.1678574,1.837696307,0,83.38472394,1.826905333,83.91876762,3.359502726,3.296499212,0.293630398,82.59935816,1.826905333,0,276.5558426,6.059159518,278.3270651,11.14221002,10.93325101,0.973861856,273.9510789,6.059159518,0,3.85,0.310135794,1.386969434,11,0.093322348,0.045109473,0.010086785,0,0,0,0.093322348,0.045109473,0.010086785,0,0,0,0.916666667,27.57333333,126.85,0.075316098,5.248999905,20.71275421,0.016841191,1.17371206,4.631512642,SF,SF.B,82.525,0,206.6,0,0,289.125,206.6,82.525,28.05843292,0,79.84023521,0,0,79.84023521,28.05843292,6.274056335,0,17.85281933,0,0,17.85281933,6.274056335,2.90597917,34.76966328,0.191038317,0.191038317,0.045028163,0.21116903,1,NA,0.9,0.882352941,NA,0.95,0.95,0,NA,0.307793506,0.332105582,NA,0.223606798,0.153896753,0,NA,0.06882472,0.080547435,NA,0.05,0.03441236,3.47,0.646529195,0.144568323,5.86,2.230034222,0.498650811,3.5,0.627442595,0.14030043,5.9,2.201913044,0.492362725,4.079404762,0.465397047,0.104065943,5.437746356,1.100033677,0.245975008,2.24,1.191814185,0.266497754,2.33,1.31072499,0.293087018,2.376666667,1.212177008,0.271051019,2.357977973,1.250589926,0.279640409,4.55,0.686332741,0.153468666,6.8,1.885121803,0.42152605,4.884142857,0.467062926,0.104438445,6.170556995,0.87722822,0.196154193,4,3.382306905,1.691153453,4,3.382306905,1.691153453,4,3.382306905,1.691153453,4,3.382306905,1.691153453
SW,SW.A,A,Torseröd,Atlantic,East.Atlantic,East,2014,58.3131,11.5488,1,August,8/6/2014,21,25,15.7,Shallow.Subtidal,1.1,NA,NA,NA,0.58,4.56,0.0308,Missing all epibiota data,1373.656655,704.0309061,157.4260964,6.404059221,5.517376752,0.325818641,0.325818641,0.325818641,0,0,5.605050178,0.473190402,1.119141633,0.985732217,0.093138852,0.093138852,0.093138852,0,0,1.000010858,0.190136384,5.004953536,4.408328491,0.41652961,0.41652961,0.41652961,0,0,4.472184515,0.85031576,10.79387779,10.32660227,0.138392657,0.138392657,0.138392657,0,0,10.41065085,0.244834285,2.401432073,2.357608902,0.031470526,0.031470526,0.031470526,0,0,2.382976206,0.204553886,10.73953072,10.54354754,0.14074047,0.14074047,0.14074047,0,0,10.65699357,0.914792788,2.8,0.304354364,1.361114095,9,NA,NA,NA,0.000776439,0.001958952,0.000438035,NA,NA,NA,0.2138295,0.523914971,0.117150949,0.443,6.263,32.727,0.058768054,1.638333878,13.27201135,0.013140936,0.366342592,2.967711958,SW,SW.A,136.8,0,177.775,0,0,314.575,177.775,136.8,43.02337186,0,72.37247859,0,0,72.37247859,43.02337186,9.62031841,0,16.18297818,0,0,16.18297818,9.62031841,1.172912669,37.75984936,0.29484189,0.29484189,0.065928651,0.355555608,0.421052632,0.1,NA,0.1,NA,0.65,0.421052632,0.507257274,0.307793506,NA,0.307793506,NA,0.489360485,0.507257274,0.1163728,0.06882472,NA,0.06882472,NA,0.109424331,0.1163728,1.715789474,0.233959061,0.05367389,1.989473684,0.169622905,0.038914163,1.14,0.313404247,0.099107125,1.1,0.316227766,0.1,1.14,0.313404247,0.099107125,1.126,0.312132451,0.098704948,1.14,0.313404247,0.099107125,1.1,0.316227766,0.1,1.14,0.313404247,0.099107125,1.126,0.312132451,0.098704948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778947368,0.33924581,0.077828326,2.042105263,0.183532587,0.042105263,2.146315789,0.699527967,0.160482722,2.056214339,0.301103667,0.069077919
SW,SW.B,B,Bökevik,Atlantic,East.Atlantic,East,2014,58.2488,11.4536,1,August,8/6/2014,21,24,15.7,Shallow.Subtidal,1.3,54.515,38.95,0,0.42,3.55,-0.0909,,570.4050703,168.4715476,37.67138327,28.93198138,15.15925575,8.562733491,8.562733491,8.562733491,0,0,15.18802611,5.181221784,4.091136187,2.419419605,1.778271296,1.778271296,1.778271296,0,0,2.411834498,1.099383138,15.84490232,9.370371837,6.887215115,6.887215115,6.887215115,0,0,9.340994846,4.257892583,12.42960649,9.85306325,2.570107311,2.570107311,2.570107311,0,0,9.859499178,0,2.238531132,1.994405218,0.378104557,0.378104557,0.378104557,0,0,1.992968891,0,8.669793792,7.724298193,1.464392654,1.464392654,1.464392654,0,0,7.718735325,0,4.5,0.294689846,1.317893055,11,0.209999964,0.049617496,0.013761417,0.000535221,0.002393581,0.000535221,0.248244011,0.104658094,0.029026933,59.3886435,42.95563525,9.605172044,0.39475,3.7535,22.67725,0.045982691,0.705894543,5.211126122,0.010282042,0.157842818,1.165243225,SW,SW.B,156.5,0,78.9,0,0,235.4,78.9,156.5,58.59629951,0,35.23178888,0,0,35.23178888,58.59629951,13.10253089,0,7.878067489,0,0,7.878067489,13.10253089,1.121346971,37.6403368,0.125206742,0.125206742,0.027997079,0.14829323,1,0.3,NA,0.055555556,NA,1,1,0,0.470162346,NA,0.23570226,NA,0,0,0,0.105131497,NA,0.055555556,NA,0,0,1.4,0,0,1.26,0.318549343,0.071229799,1.084210526,0.138496522,0.031773281,1.042105263,0.126120707,0.028934075,1.084210526,0.138496522,0.031773281,1.060258338,0.128340998,0.029443444,1.084210526,0.138496522,0.031773281,1.042105263,0.126120707,0.028934075,1.084210526,0.138496522,0.031773281,1.060258338,0.128340998,0.029443444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.415,0.067082039,0.015,1.44,0.211261873,0.047239591,1.478333333,0.052174919,0.011666667,1.465108629,0.133973957,0.029957488
UK,UK.A,A,Porth Dinllaen,Atlantic,East.Atlantic,East,2014,55.942292,-4.565192,1,September,9/10/2014,17.5,34.4,18.5,Intertidal,0,NA,NA,NA,1,5.01,0.0258,,737.1369601,374.2691045,85.86322128,54.6148419,53.76684108,0.848000823,0.809363634,0.809363634,0,0,53.73863603,0,9.221012525,9.054087315,0.310067682,0.305608324,0.305608324,0,0,9.00467467,0,40.19346175,39.46585163,1.351553693,1.332115801,1.332115801,0,0,39.25046691,0,26.27320284,23.96345475,2.309748083,2.299180812,2.299180812,0,0,23.50946847,0,5.467961757,4.285093081,2.070382298,2.070837265,2.070837265,0,0,4.113797128,0,23.83429272,18.6782877,9.024587211,9.026570366,9.026570366,0,0,17.93162596,0,4.35,0.2926737,1.308876577,18,0.124868854,0.092879036,0.020768384,0,0,0,0.124868854,0.092879036,0.020768384,3.7769745,4.679341384,1.046332542,0.3631,4.2592,23.0931,0.039108352,0.817945411,4.487945467,0.008744893,0.182898154,1.003535114,UK,UK.A,331.4117647,0,52.29411765,0,0,383.7058824,52.29411765,331.4117647,124.6595658,0,27.31703842,0,0,27.31703842,124.6595658,30.23438572,0,6.625354988,0,0,6.625354988,30.23438572,1.943005556,38.32233963,0.178108382,0.178108382,0.039826245,0.149314311,0.5,0,NA,0.133333333,NA,1,0.5,0.512989176,0,NA,0.351865775,NA,0,0.512989176,0.114707867,0,NA,0.090851353,NA,0,0.114707867,1.595,0.223547946,0.04998684,1.07,0.149031964,0.03332456,1.636363636,0.789015497,0.237897123,1.636363636,0.789015497,0.237897123,1.642424242,0.787272494,0.237371588,1.64,0.787908624,0.237563389,1.663636364,0.785204085,0.236747939,1.636363636,0.789015497,0.237897123,1.663636364,0.785204085,0.236747939,1.654545455,0.785319854,0.236782845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,0.204167114,0.045653155,1.08,0.164156536,0.036706517,1.841666667,0.422456614,0.094464171,1.251634899,0.095126648,0.021270965
UK,UK.B,B,Penn Y Chain,Atlantic,East.Atlantic,East,2014,52.897536,-4.322364,1,September,9/10/2014,15.3,32.7,18.5,Intertidal,0.4,NA,NA,NA,0.95,4.69,0.0555,,238.7318564,110.507067,24.71013139,101.5397633,100.5808657,0.95889764,0.95889764,0.95889764,0,0,100.5808657,0,63.51935455,63.51855154,0.257238111,0.257238111,0.257238111,0,0,63.51855154,0,284.0671893,284.0635982,1.150403803,1.150403803,1.150403803,0,0,284.0635982,0,44.15189072,43.87745883,0.27443189,0.27443189,0.27443189,0,0,43.87580201,0,29.51965904,29.52760006,0.072964059,0.072964059,0.072964059,0,0,29.52770773,0,132.0159286,132.0514419,0.326305192,0.326305192,0.326305192,0,0,132.0519234,0,4.95,0.320156212,1.431782106,13,0.119661953,0.082462122,0.018439091,0,0,0,0.119661953,0.082462122,0.018439091,35.0458,35.743615,8.424850851,0.3859,3.5972,21.6819,0.046847906,0.62086032,3.479529519,0.01047551,0.138828588,0.778046453,UK,UK.B,243.9473684,0,28.78947368,0,0,272.7368421,28.78947368,243.9473684,172.1102598,0,14.54716065,0,0,14.54716065,172.1102598,39.48480155,0,3.337347537,0,0,3.337347537,39.48480155,1.376109663,36.48495617,0.284971637,0.284971637,0.063721595,0.925847369,0.882352941,0.5,NA,0.428571429,NA,0.65,0.882352941,0.332105582,0.514495755,NA,0.534522484,NA,0.489360485,0.332105582,0.080547435,0.121267813,NA,0.202030509,NA,0.109424331,0.080547435,1.435,0.122581874,0.02741014,1.36,0.104629673,0.023395906,1.258333333,0.162135372,0.04680445,1.208333333,0.183195541,0.052883997,1.263888889,0.168450055,0.048627342,1.239814815,0.158801511,0.045842048,1.258333333,0.162135372,0.04680445,1.208333333,0.183195541,0.052883997,1.263888889,0.168450055,0.048627342,1.239814815,0.158801511,0.045842048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.135724179,0.030348849,1.37,0.097872097,0.021884866,1.515,0.147285378,0.032934012,1.405338394,0.109605657,0.02450857
VA,VA.A,A,Goodwin Islands,Atlantic,West.Atlantic,West,2011,37.2204206,-76.4013352,1,June,6/9/2014,27.44,18.27,14.633,Shallow.Subtidal,,8.86,90.96,0,1,5.1,-0.116,,1858.925388,585.1495595,130.8434192,42.11220425,0,40.93474551,36.53450396,6.648375658,29.88612831,4.400241545,1.177458741,0,4.441087876,0,4.437397944,4.491774557,1.320308038,3.982727465,0.432816731,0.178694997,0,19.86114877,0,19.84464689,20.0878265,5.90459705,17.8112987,1.935615265,0.799148319,0,35.39315551,0,32.8291885,14.59572998,5.309550809,9.286179167,18.23345852,2.563967012,0,3.179692479,0,3.162482648,2.212507328,1.160140992,1.623039265,2.173725864,0.5029805,0,14.22001706,0,14.14305236,9.894633572,5.188308242,7.258452253,9.721197591,2.249397179,0,6.2,0.407818329,1.823819012,12,0.243931692,0.089745702,0.020067749,0,0,0,0.243931692,0.089745702,0.020067749,1.85401,1.52722538,0.341497977,0.3075,8.3075,40.06375,0.031518583,1.057370746,3.882522198,0.007047769,0.236435287,0.868158356,VA,VA.A,691.2777778,0,329.4,0,0,951.55,329.4,622.15,210.847256,0,85.0222262,0,0,85.0222262,291.6304935,49.69717484,0,19.01154774,0,0,19.01154774,65.21056078,2.161312342,36.71425304,0.266393755,0.266393755,0.059567454,0.508261729,0.55,0.2,0.7,0.2,NA,0.35,0.625,0.510417786,0.410391341,0.470162346,0.410391341,NA,0.489360485,0.393198758,0.114132887,0.091766294,0.105131497,0.091766294,NA,0.109424331,0.087921915,2.29,0.235975021,0.052765619,1.685,0.299605003,0.066993715,2.27,0.243007472,0.054338123,1.725,0.385083723,0.086107338,2.616,0.345168151,0.077181945,1.970190702,0.330203072,0.073835651,1.729411765,0.377101952,0.091460658,1.658823529,0.727202537,0.176372522,1.949411765,0.482165594,0.116942334,1.753333466,0.57729904,0.140015584,2.67,0.599210006,0.133987431,3.05,0.865417453,0.193513225,2.932833333,0.541088652,0.120991101,3.092692935,0.580282163,0.129755036,2.311764706,0.634312968,0.153843492,2.247058824,0.631582979,0.153181372,2.361176471,0.644904107,0.156412221,2.315770308,0.569080789,0.138022365
VA,VA.B,B,Allen's Islands,Atlantic,West.Atlantic,West,2014,37.2543093,-76.4374474,1,June,6/11/2014,26.4,18.04,14.683,Shallow.Subtidal,,21.915,77.03,0.53,1,5.84,0.005,,1327.349121,251.295574,56.19139859,19.95963623,0,16.78292315,11.01821772,10.31869815,0.699519566,5.764705426,3.176713083,0,1.358445226,0,1.314577755,1.150450434,1.130021354,0.198857465,0.755025445,0.389397647,0,6.075151739,0,5.878970445,5.14497075,5.053609127,0.889317621,3.376576441,1.741439216,0,46.54182534,0,42.34475261,11.68578248,11.33128973,0.354492748,30.65897013,4.197072733,0,4.598458437,0,4.522825966,2.015707412,2.024768024,0.117209689,4.344576858,0.496588337,0,20.56493131,0,20.22669262,9.014517594,9.055037881,0.524177665,19.42953838,2.220810556,0,5.9,0.306937333,1.372665482,12,0.150565555,0.055764153,0.012469244,0,0,0,0.150565555,0.055764153,0.012469244,8.749965,6.78700131,1.517619629,0.355625,11.25,51.8275,0.037494517,1.200739903,6.223231624,0.008384029,0.268493605,1.391556895,VA,VA.B,467.2,0,401.9,0,0,869.1,401.9,467.2,138.7658384,0,153.2744013,0,0,153.2744013,138.7658384,31.02898475,0,34.27319806,0,0,34.27319806,31.02898475,2.313372934,36.83579903,0.33079881,0.33079881,0.073968863,0.654173421,0.65,0.210526316,0.684210526,0.25,NA,0.5,0.675,0.489360485,0.418853908,0.477566933,0.444261658,NA,0.512989176,0.244680242,0.109424331,0.096091677,0.109561368,0.099339927,NA,0.114707867,0.054712165,2.365,0.156524758,0.035,2.06,0.367638266,0.082206415,2.365,0.156524758,0.035,2.08,0.477493455,0.106770783,2.7375,0.227616367,0.050896567,2.431830422,0.301746077,0.067472474,1.936842105,0.340278524,0.078065247,1.589473684,0.268524232,0.061603684,2.175789474,0.495696096,0.113720484,1.805930652,0.271224883,0.062223256,2.99,0.577562938,0.129146999,3.42,0.759223981,0.169767643,3.1735,0.512378327,0.114571277,3.395948907,0.591132306,0.132181202,2.12,0.479692884,0.10726259,2.015,0.456848472,0.102154424,2.1775,0.49459875,0.110595643,2.087134199,0.436020085,0.097497055
WA,WA.A,A,Willapa Bay,Pacific,East.Pacific,East,2011,46.474,-124.028,1,June,6/27/2014,17,23,15.68,Shallow.Subtidal,-0.3,35.41,63.09,0,0.95,6.18,-0.0126,,103.4504711,51.50730817,11.51738424,1.642034393,0,1.729600068,1.481005128,0.455853456,1.025151672,0.200187174,0,0,0.31164941,0,0.299429039,0.281762713,0.11611579,0.262450912,0.059260889,0,0,1.39373853,0,1.339087371,1.260081158,0.5192856,1.173716161,0.265022753,0,0,0.835616533,0,0.835616533,0.515022374,0.118333628,0.396688747,0.303399813,0,0,0.156315746,0,0.156315746,0.103698335,0.02059927,0.105228154,0.13023384,0,0,0.699065267,0,0.699065267,0.463753052,0.092122737,0.470594612,0.582423439,0,0,3.5,0.394034463,1.762175689,16,0.762548891,0.179018927,0.040029849,0,0,0,0.762548891,0.179018927,0.040029849,0.5235,0.611305979,0.136692172,1.041,28.039,121.11,0.063734647,5.180621686,13.86864164,0.0142515,1.158422226,3.101122547,WA,WA.A,48.75,0,169.65,0,0,230.8333333,169.65,54.16666667,39.5978136,0,99.66695857,0,0,99.66695857,39.5978136,8.854340298,0,22.28620945,0,0,22.28620945,8.854340298,2.101003793,31.61908824,0.250523893,0.250523893,0.059049048,1.642999254,0.7,NA,NA,0,NA,0.9,0.575,0.470162346,NA,NA,0,NA,0.307793506,0.37257991,0.105131497,NA,NA,0,NA,0.06882472,0.083311401,1.789473684,0.646266832,0.14826378,1.642105263,0.686630897,0.157523931,1.789473684,0.646266832,0.14826378,1.642105263,0.686630897,0.157523931,1.845614035,0.656821802,0.150685256,1.761942356,0.631633187,0.144906591,1.126666667,0.21865389,0.056456192,1.026666667,0.103279556,0.026666667,1.126666667,0.21865389,0.056456192,1.084444444,0.150061716,0.038745768,2.3125,1.086853256,0.384260654,2.2375,1.019716347,0.360524172,2.3125,1.086853256,0.384260654,2.2875,1.060239191,0.374851161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA,WA.B,B,Dabob Bay,Pacific,East.Pacific,East,2014,47.809,-122.815,1,June,6/15/2014,16,20,15.93,Shallow.Subtidal,-1,7.11,92.885,0,0.95,4.67,0.0214,,1047.237077,246.9717946,55.22457212,31.96249307,3.094644301,30.54560567,27.66766501,1.338966624,26.39772102,0.215370187,3.094644301,0,5.370706167,0.773568666,4.767302047,4.473476933,0.320739882,4.519093786,0.092449189,0.773568666,0,24.01852815,3.459504243,21.32002289,20.00599703,1.434392358,20.2100018,0.41344534,3.459504243,0,12.53128975,6.389132121,6.142157627,5.904430172,0.288851504,5.615578668,0.037866996,6.389132121,0,3.583894708,3.198603492,0.960269063,0.93652218,0.05400822,0.941580688,0.017953003,3.198603492,0,16.02766438,14.30458968,4.294453805,4.188254515,0.241532104,4.210876849,0.080288268,14.30458968,0,5.7,0.435889894,1.949358869,21,0.435551072,0.226004862,0.050536224,0,0,0,0.435551072,0.226004862,0.050536224,18.69653714,20.91595372,5.590023767,0.4575,5.85325,27.2295,0.04677775,0.667284905,3.121522022,0.010459823,0.149209441,0.697993544,WA,WA.B,266.45,0,102,0,0,368.45,102,266.45,104.3881799,0,28.69439703,0,0,28.69439703,104.3881799,23.34190663,0,6.416262234,0,0,6.416262234,23.34190663,2.219396532,37.48644237,0.206456083,0.206456083,0.046164984,0.315605838,NA,0.1,NA,0.555555556,1,1,1,NA,0.307793506,NA,0.511309993,0,0,0,NA,0.06882472,NA,0.120516921,0,0,0,1.65,0.306937333,0.068633274,1.2,0.267542422,0.059824304,1.525,0.276966652,0.061931626,1.18,0.266754372,0.059648091,1.791666667,0.59989424,0.13414043,1.348235343,0.185768358,0.041539068,1,0,0,1,0,0,1,0,0,1,0,0,1.05,0.1,0.05,1.05,0.1,0.05,1.05,0.1,0.05,1.05,0.1,0.05,2.05625,0.897380447,0.224345112,2.1875,1.037866401,0.2594666,2.089583333,0.891084961,0.22277124,2.14375,0.944749134,0.236187283
